id,last_name,first_name,team,position,opponent,minutes,points,threes,rebounds,assists,steals,blocks,turnovers,twos,free throws,free_throws_missed,field goals,field_goals_missed,double doubles,triple doubles,price_fanduel,price_yahoo,price_draftkings,price_draftday,price_starstreet,price_fantasyfeud,price_fanthrowdown,price_starfantasyleagues,price_fantasyaces,positions_fanduel,positions_yahoo,positions_draftkings,positions_draftday,positions_starstreet,positions_fantasyfeud,positions_fanthrowdown,positions_starfantasyleagues,positions_fantasyaces
2579,Bargnani,Andrea,BKN,C,MIN,21.00,11.75,0.20,3.31,0.66,0.10,0.64,0.99,4.41,2.33,0.46,4.61,5.07,0.01,0.00,3900,10,3400,5950,0,50200,0,5500,3300,C,C,C,PF;C,,C,,F,C
3636,Wroten,Tony,PHI,PG,@ CLE,18.00,10.39,0.65,1.63,2.96,0.77,0.08,2.23,3.07,2.29,1.19,3.72,5.54,0.01,0.00,5400,19,4000,6200,0,68200,0,9000,3950,PG,SG,PG,PG;SG,,,,G,G
3561,Nicholson,Andrew,ORL,PF,ATL,23.00,8.32,0.96,4.91,0.82,0.42,0.59,1.12,2.47,0.48,0.18,3.44,4.84,0.01,0.00,3700,10,3800,5400,0,56900,0,6800,3750,PF,PF,PF,PF,,,,C,F
3722,Crabbe,Allen,POR,SG,@ MIA,27.00,10.01,1.07,2.46,1.43,0.86,0.19,0.78,2.98,0.82,0.18,4.06,5.23,0.01,0.00,3800,11,3900,6800,0,55600,0,6900,3800,SG,SG,SG,SG,,,,G,G
3581,Ross,Terrence,TOR,SG,SAC,25.00,9.39,2.07,2.69,1.31,0.87,0.25,1.10,1.36,0.46,0.08,3.43,5.04,0.00,0.00,3900,11,4100,6050,0,51500,0,6300,3600,SG,SF,SG,SG;SF,,,,G,F
2430,Frye,Channing,ORL,PF,ATL,22.00,7.31,1.91,4.03,1.29,0.80,0.44,0.94,0.62,0.33,0.04,2.53,3.72,0.01,0.00,3600,10,3800,5300,0,45000,0,5800,3500,PF,PF,PF,PF;C,,,,F,F
3956,Warren,TJ,PHO,SF,MIL,21.00,10.24,0.26,2.97,0.91,0.70,0.38,0.83,4.17,1.13,0.42,4.43,4.36,0.01,0.00,4000,11,4400,7150,0,62400,0,7500,4000,SF,SF,SF,SF,,,,F,F
3335,Mozgov,Timofey,CLE,C,PHI,18.00,7.68,0.00,4.70,0.64,0.37,1.24,1.24,3.02,1.64,0.53,3.02,2.15,0.01,0.00,3600,10,3700,6850,0,53400,0,6400,3800,C,C,C,C,,C,,C,C
2439,Green,Gerald,MIA,SG,POR,22.00,10.98,1.47,2.20,0.97,0.45,0.30,0.83,2.50,1.58,0.40,3.97,5.41,0.01,0.00,3900,12,4300,7500,0,66700,0,7500,4150,SG,SG,SG,SG;SF,,,,G,G
3110,Patterson,Patrick,TOR,PF,SAC,23.00,5.39,1.13,4.83,1.65,0.81,0.50,0.89,0.80,0.40,0.11,1.93,3.47,0.00,0.00,3500,11,3900,7050,0,53800,0,6100,3600,PF,PF,PF,PF;C,,,,F,F
3393,Shumpert,Iman,CLE,SG,PHI,24.00,6.17,0.69,3.89,1.88,1.27,0.18,1.30,1.71,0.68,0.28,2.40,3.92,0.00,0.00,4700,15,3800,5550,0,61900,0,8800,3800,SG,SG,SG,SG;SF,,,,G,G
2842,Koufos,Kosta,SAC,C,@ TOR,19.00,6.78,0.00,5.55,0.29,0.38,0.79,0.56,3.03,0.72,0.47,3.03,2.81,0.01,0.00,4300,14,4400,8350,0,67400,0,8800,4100,C,C,C,PF;C,,C,,C,C
2891,Asik,Omer,NOR,C,@ DEN,20.00,5.21,0.00,6.59,0.56,0.52,0.68,1.03,1.78,1.65,1.12,1.78,1.36,0.01,0.00,3500,10,3300,5100,0,35000,0,4000,3600,C,C,C,PF;C,,C,,C,C
3540,Leonard,Meyers,POR,C,@ MIA,20.00,7.67,0.96,4.42,1.11,0.18,0.21,0.70,2.15,0.49,0.06,3.11,3.77,0.01,0.00,3800,10,3700,7100,0,46900,0,6300,3800,C,C,C,PF;C,,C,,C,C
2636,Sefolosha,Thabo,ATL,SF,@ ORL,20.00,6.02,0.74,3.39,1.37,1.36,0.29,1.00,1.57,0.65,0.27,2.31,2.44,0.00,0.00,4200,14,4100,6250,0,53400,0,7500,4000,SF,SF,SF,SG;SF,,,,F,G
5057,Winslow,Justise,MIA,SF,POR,27.00,6.04,0.48,4.66,1.28,0.64,0.40,1.27,1.77,1.05,0.56,2.25,3.12,0.00,0.00,3500,10,3700,6200,0,52500,0,5900,3800,SF,SF,SF,SF,,,,F,F
3642,Teletovic,Mirza,PHO,PF,MIL,17.00,7.75,1.76,3.51,0.96,0.26,0.34,0.80,0.96,0.53,0.23,2.73,3.62,0.01,0.00,4100,12,4100,7350,0,60000,0,6800,3850,PF,SF,SF,SF;PF,,,,F,F
2643,Tucker,PJ,PHO,SF,MIL,24.00,5.71,0.60,4.14,1.29,1.12,0.22,1.19,1.48,0.95,0.38,2.08,2.88,0.00,0.00,3500,10,3800,7250,0,54800,0,6500,3900,SF,SF,SF,SG;SF,,,,F,F
3057,Ellington,Wayne,BKN,SG,MIN,22.00,8.21,1.19,2.44,1.22,0.82,0.09,0.69,2.03,0.57,0.12,3.22,4.55,0.00,0.00,3500,10,3200,5000,0,35300,0,3600,3000,SG,SG,SG,SG,,,,G,G
3358,Cole,Norris,NOR,PG,@ DEN,20.00,7.56,0.72,1.70,2.78,0.44,0.24,0.98,2.39,0.62,0.26,3.11,4.43,0.00,0.00,3500,10,3300,5850,0,50600,0,4600,3000,PG,SG,PG,PG;SG,,,,G,G
2262,Martin,Kevin,MIN,SG,@ BKN,18.00,9.89,0.84,1.79,1.08,0.56,0.03,0.78,2.48,2.41,0.32,3.32,3.91,0.00,0.00,4000,15,4500,9000,0,73500,0,6800,4200,SG,SG,SG,SG;SF,,,,G,G
3725,McLemore,Ben,SAC,SG,@ TOR,23.00,8.24,0.97,2.07,1.14,0.84,0.13,1.35,1.97,1.40,0.34,2.93,4.00,0.00,0.00,3600,10,3900,7100,0,51700,0,6100,3800,SG,SG,SG,SG,,,,G,G
3567,Plumlee,Miles,MIL,C,@ PHO,19.00,5.46,0.00,4.11,0.46,0.59,0.88,1.02,2.52,0.42,0.45,2.52,2.14,0.00,0.00,3700,10,3500,5000,0,35000,0,3400,3000,C,PF,C,PF;C,,C,,C,C
2705,Belinelli,Marco,SAC,SG,@ TOR,20.00,8.54,1.31,1.50,1.28,0.39,0.04,1.14,1.47,1.67,0.24,2.78,4.06,0.00,0.00,3500,10,3800,6550,0,48200,0,5800,3700,SG,SG,SG,SG;SF,,,,G,G
3544,Marshall,Kendall,PHI,PG,@ CLE,16.00,4.22,0.59,1.19,4.37,0.57,0.01,1.44,1.12,0.20,0.13,1.71,2.58,0.00,0.00,3500,10,3300,5000,0,38400,0,6800,3300,PG,PG,PG,PG,,,,G,G
3013,Henderson,Gerald,POR,SG,@ MIA,17.00,7.65,0.45,1.85,1.34,0.46,0.11,0.74,2.64,1.03,0.27,3.08,4.08,0.00,0.00,3500,10,3200,5950,0,38700,0,4800,3700,SG,SG,SG,SG;SF,,,,G,G
2755,Smith,Jason,ORL,PF,ATL,16.00,5.42,0.16,3.49,1.19,0.34,0.51,1.00,2.06,0.80,0.17,2.22,2.75,0.00,0.00,3500,10,3200,5000,0,37600,0,4800,3300,PF,PF,PF,PF;C,,,,F,C
3993,Johnson,Tyler,MIA,PG,POR,18.00,6.43,0.59,1.74,1.44,0.77,0.28,0.76,1.63,1.41,0.47,2.21,2.78,0.00,0.00,3700,10,3700,5300,0,58200,0,6600,3700,PG,PG,SG,PG;SG,,,,G,G
3706,Muhammad,Shabazz,MIN,SF,@ BKN,17.00,7.69,0.45,2.81,0.49,0.36,0.11,0.78,2.55,1.24,0.42,3.00,3.04,0.00,0.00,3800,10,3600,5900,0,49000,0,5700,3800,SF,SF,SF,SG;SF,,,,F,F
2808,Arthur,Darrell,DEN,PF,NOR,15.00,5.00,0.21,2.70,0.74,0.76,0.62,0.47,2.00,0.37,0.12,2.21,3.05,0.00,0.00,3900,10,4100,6300,0,62100,0,6400,3800,PF,PF,PF,PF;C,,,,F,F
3643,Cunningham,Jared,CLE,SG,PHI,19.00,6.08,0.44,1.58,1.80,0.66,0.14,1.07,1.52,1.72,0.72,1.96,3.12,0.00,0.00,3500,10,3100,5000,0,35000,0,3000,3500,SG,SG,SG,PG;SG,,,,G,G
1874,Garnett,Kevin,MIN,PF,@ BKN,14.00,3.00,0.00,3.98,1.27,0.79,0.18,0.48,1.36,0.28,0.11,1.36,1.36,0.00,0.00,3500,10,3100,5900,0,49000,0,6200,3800,PF,PF,PF,PF;C,,,,F,F
3659,Thompson,Hollis,PHI,SF,@ CLE,18.00,5.56,1.11,2.37,0.90,0.40,0.23,0.86,0.82,0.59,0.19,1.93,3.08,0.00,0.00,3500,10,3500,6400,0,41200,0,5800,3600,SF,SF,SG,SG;SF,,,,G,G
3080,Gee,Alonzo,NOR,SF,@ DEN,21.00,3.67,0.28,2.49,1.13,1.04,0.25,0.78,1.19,0.46,0.20,1.47,1.99,0.00,0.00,3700,10,3200,5000,0,41100,0,4900,3000,SF,SF,SF,SG;SF,,,,F,F
3955,Vonleh,Noah,POR,PF,@ MIA,17.00,3.56,0.18,4.46,0.54,0.19,0.31,0.66,1.22,0.58,0.19,1.40,2.42,0.00,0.00,3500,10,3100,5000,0,35000,0,4300,3300,PF,PF,PF,PF,,,,F,F
3388,Morris,Markieff,PHO,PF,MIL,11.00,5.38,0.29,2.53,0.87,0.32,0.20,0.92,1.92,0.67,0.21,2.21,2.61,0.00,0.00,4700,19,4200,8550,0,58300,0,7800,4300,PF,PF,PF,PF;C,,,,F,F
3334,Splitter,Tiago,ATL,C,@ ORL,13.00,4.51,0.00,2.96,0.65,0.43,0.42,0.75,1.84,0.83,0.26,1.84,1.73,0.00,0.00,3500,10,3100,6300,0,41600,0,5700,3800,C,C,C,C,,,,C,F
5098,McConnell,TJ,PHI,PG,@ CLE,13.00,2.48,0.15,2.11,3.05,0.53,0.07,1.07,0.88,0.27,0.10,1.03,1.50,0.00,0.00,4600,16,4100,8200,0,68300,0,9300,4000,PG,PG,PG,PG,,,,G,G
3672,Muscala,Mike,ATL,PF,@ ORL,14.00,3.99,0.34,2.68,0.68,0.38,0.64,0.71,1.24,0.51,0.07,1.57,2.04,0.00,0.00,3500,10,3200,5000,0,35800,0,4200,3500,PF,PF,C,PF;C,,,,C,F
2467,Price,Ronnie,PHO,PG,MIL,14.00,3.05,0.60,0.93,2.24,1.08,0.08,0.70,0.34,0.58,0.13,0.94,2.07,0.00,0.00,3500,10,3100,5000,0,35000,0,4000,3500,PG,PG,PG,PG;SG,,,,G,G
3673,Nogueira,Lucas,TOR,C,SAC,10.00,2.49,0.00,3.39,0.57,0.31,1.02,0.84,0.98,0.53,0.23,0.98,1.31,0.00,0.00,3500,10,3000,5000,0,35000,0,4100,3000,C,C,C,C,,C,,C,C
2596,Foye,Randy,DEN,SG,NOR,14.00,4.87,0.89,1.28,1.43,0.38,0.14,0.72,0.78,0.66,0.11,1.66,2.66,0.00,0.00,3600,10,3500,6050,0,44000,0,4800,3500,SG,SG,PG,PG;SG,,,,G,G
3940,O'Bryant,Johnny,MIL,C,@ PHO,15.00,3.29,0.00,2.81,0.91,0.30,0.14,0.75,1.33,0.62,0.34,1.33,2.23,0.00,0.00,3500,10,3100,0,0,37000,0,4100,3000,C,PF,PF,,,C,,F,F
1894,Prince,Tayshaun,MIN,SF,@ BKN,20.00,2.70,0.15,2.27,1.03,0.46,0.17,0.37,1.04,0.18,0.10,1.19,1.51,0.00,0.00,3500,10,3100,5000,0,35000,0,3000,3000,SF,SF,SF,SF;PF,,,,F,F
3276,Sloan,Donald,BKN,PG,MIN,12.00,3.44,0.30,1.25,1.97,0.28,0.00,0.90,0.97,0.59,0.17,1.28,1.68,0.00,0.00,3500,10,3100,5000,0,35000,0,3000,3500,PG,SG,PG,PG;SG,,,,G,G
3499,Harkless,Maurice,POR,SF,@ MIA,12.00,3.25,0.23,2.34,0.65,0.43,0.19,0.66,1.04,0.48,0.35,1.27,1.75,0.00,0.00,3500,10,3200,5000,0,35000,0,3700,3400,SF,SF,SF,SF,,,,F,F
1902,Jefferson,Richard,CLE,SF,PHI,14.00,4.26,0.54,1.46,0.68,0.37,0.14,0.56,0.94,0.75,0.34,1.48,1.91,0.00,0.00,3500,10,3200,5000,0,45400,0,4700,3700,SF,SF,SF,SG;SF,,,,F,F
5018,Hezonja,Mario,ORL,SF,ATL,12.00,4.15,0.71,1.47,0.72,0.43,0.04,1.32,0.89,0.24,0.11,1.60,2.57,0.00,0.00,3500,10,3000,5000,0,35000,0,3200,3000,SF,SG,SG,SG,,,,G,G
3648,Papanikolaou,Kostas,DEN,SF,NOR,11.00,2.58,0.39,1.64,1.20,0.40,0.21,0.66,0.59,0.23,0.08,0.98,1.76,0.00,0.00,3500,10,3000,5000,0,35000,0,0,3100,SF,SF,SF,SF;PF,,,,F,F
3658,Reed,Willie,BKN,PF,MIN,7.00,3.22,0.00,2.39,0.19,0.20,0.34,0.34,1.24,0.75,0.42,1.24,0.88,0.00,0.00,0,10,3000,5000,0,35000,0,3000,3300,PF,SF,SF,SF;PF,,,,F,F
5021,Holmes,Richaun,PHI,PF,@ CLE,10.00,2.85,0.15,2.13,0.34,0.15,0.51,0.39,0.92,0.56,0.22,1.07,1.19,0.00,0.00,3800,10,3400,5050,0,41900,0,5700,3500,PF,PF,PF,PF,,,,F,F
3951,Stauskas,Nik,PHI,SG,@ CLE,12.00,3.70,0.70,1.13,0.77,0.24,0.13,0.56,0.52,0.56,0.13,1.22,2.35,0.00,0.00,3500,10,3200,5650,0,38100,0,4900,3700,SG,SG,SG,SG,,,,G,G
2339,Varejao,Anderson,CLE,C,PHI,7.00,2.38,0.00,2.13,0.52,0.26,0.23,0.30,1.00,0.38,0.15,1.00,0.83,0.00,0.00,3500,10,3000,5000,0,35000,0,3000,3500,C,C,C,PF;C,,,,C,C
3976,Sampson,JaKarr,PHI,SF,@ CLE,10.00,3.33,0.12,1.63,0.44,0.21,0.16,0.75,1.12,0.72,0.33,1.24,1.50,0.00,0.00,3500,10,3100,5000,0,35000,0,4000,3400,SF,SG,SF,SG;SF,,,,F,F
