id,last_name,first_name,team,position,opponent,minutes,points,threes,rebounds,assists,steals,blocks,turnovers,twos,free throws,free_throws_missed,field goals,field_goals_missed,double doubles,triple doubles,price_fanduel,price_yahoo,price_draftkings,price_draftday,price_starstreet,price_fantasyfeud,price_fanthrowdown,price_starfantasyleagues,price_fantasyaces,positions_fanduel,positions_yahoo,positions_draftkings,positions_draftday,positions_starstreet,positions_fantasyfeud,positions_fanthrowdown,positions_starfantasyleagues,positions_fantasyaces
3708,Withey,Jeff,UTA,C,MIA,12.00,3.90,0.00,3.11,0.37,0.41,1.06,0.61,1.57,0.77,0.37,1.57,1.39,0.00,0.00,4800,12,4700,6400,0,71800,0,8200,4400,C,C,C,C,,C,,C,C
3725,McLemore,Ben,SAC,SG,GSW,18.00,5.71,0.60,1.83,0.98,0.76,0.10,1.01,1.48,0.94,0.27,2.08,2.87,0.00,0.00,3600,10,3200,6000,0,35000,0,4500,3800,SG,SG,SG,SG,,,,G,G
3693,Canaan,Isaiah,PHI,PG,TOR,15.00,5.99,1.32,1.21,1.40,0.34,0.19,0.82,0.63,0.77,0.16,1.95,3.68,0.00,0.00,3800,10,3600,7150,0,46000,0,5900,3900,PG,SG,PG,PG,,,,G,G
2774,Tolliver,Anthony,DET,PF,BKN,17.00,4.52,1.25,2.84,0.80,0.35,0.20,0.30,0.25,0.29,0.13,1.49,2.55,0.00,0.00,3500,10,3100,5500,0,46100,0,4800,3300,PF,PF,PF,SF;PF,,,,F,F
2430,Frye,Channing,ORL,PF,WAS,16.00,4.41,0.92,2.71,1.05,0.45,0.24,0.73,0.64,0.37,0.04,1.56,2.05,0.00,0.00,3500,10,3500,5000,0,41300,0,5100,3500,PF,PF,PF,PF;C,,,,F,F
3934,McDermott,Doug,CHI,SF,@ ATL,18.00,6.74,1.04,1.99,0.67,0.09,0.03,0.71,1.69,0.23,0.06,2.73,3.84,0.00,0.00,3500,10,3300,5000,0,35000,0,4300,3600,SF,SF,SF,SF,,,,F,F
3470,Ezeli,Festus,GSW,C,@ SAC,10.00,4.20,0.00,3.45,0.36,0.21,0.54,0.57,1.57,1.06,0.81,1.57,1.49,0.00,0.00,4600,14,4300,7500,0,65900,0,8300,4200,C,C,C,C,,C,,C,C
2378,Humphries,Kris,WAS,PF,@ ORL,12.00,4.35,0.47,3.16,0.54,0.17,0.34,0.39,1.16,0.60,0.15,1.64,2.47,0.00,0.00,3500,10,3500,6100,0,44400,0,5300,3600,PF,PF,PF,PF;C,,,,C,F
3579,Robinson,Thomas,BKN,PF,@ DET,11.00,4.04,0.00,3.59,0.20,0.38,0.43,0.89,1.77,0.50,0.40,1.77,1.68,0.00,0.00,3500,10,3000,5000,0,35000,0,3400,3700,PF,PF,PF,PF;C,,,,C,F
2002,Hilario,Nene,WAS,PF,@ ORL,12.00,4.71,0.00,2.72,0.73,0.38,0.17,0.80,1.90,0.90,0.59,1.90,1.77,0.00,0.00,4000,10,3900,7550,0,57700,0,6800,3800,PF,PF,PF,PF;C,,C,,F,F
3427,Acy,Quincy,SAC,PF,GSW,11.00,3.89,0.20,2.60,0.68,0.34,0.26,0.45,1.26,0.78,0.27,1.46,1.76,0.00,0.00,3800,10,3200,5000,0,38600,0,4200,3400,PF,PF,PF,SF;PF,,,,F,F
5021,Holmes,Richaun,PHI,PF,TOR,12.00,4.23,0.16,1.87,0.60,0.23,0.72,0.51,1.51,0.71,0.29,1.68,1.95,0.00,0.00,3500,10,3200,5000,0,42000,0,5200,3750,PF,PF,PF,PF,,,,F,F
