id,last_name,first_name,team,position,opponent,minutes,points,threes,rebounds,assists,steals,blocks,turnovers,twos,free throws,free_throws_missed,field goals,field_goals_missed,double doubles,triple doubles,price_fanduel,price_yahoo,price_draftkings,price_draftday,price_starstreet,price_fantasyfeud,price_fanthrowdown,price_starfantasyleagues,price_fantasyaces,positions_fanduel,positions_yahoo,positions_draftkings,positions_draftday,positions_starstreet,positions_fantasyfeud,positions_fanthrowdown,positions_starfantasyleagues,positions_fantasyaces
2755,Smith,Jason,ORL,PF,WAS,12.00,3.95,0.09,2.14,0.72,0.20,0.47,0.67,1.59,0.48,0.07,1.69,1.96,0.00,0.00,3500,10,3200,5150,0,43400,0,4800,3300,PF,C,PF,PF;C,,,,F,C
3658,Reed,Willie,BKN,PF,@ DET,9.00,3.77,0.00,2.99,0.19,0.22,0.35,0.47,1.53,0.71,0.40,1.53,1.24,0.00,0.00,3500,10,3000,5000,0,35000,0,3800,3300,PF,SF,PF,SF;PF,,,,F,F
2132,Hinrich,Kirk,CHI,SG,@ ATL,14.00,3.40,0.64,1.02,1.24,0.48,0.14,0.74,0.64,0.21,0.07,1.28,1.69,0.00,0.00,3500,10,3200,5000,0,35000,0,3500,3300,SG,PG,PG,PG;SG,,,,G,G
5039,Oubre,Kelly,WAS,SF,@ ORL,12.00,3.99,0.49,1.97,0.34,0.19,0.04,0.37,0.98,0.56,0.24,1.47,2.18,0.00,0.00,3500,10,3300,5000,0,35000,0,4000,3500,SF,SF,SF,SF,,,,F,F
5018,Hezonja,Mario,ORL,SF,WAS,10.00,3.41,0.51,1.53,0.76,0.17,0.08,0.97,0.79,0.30,0.13,1.30,1.71,0.00,0.00,3500,10,3000,5000,0,35000,0,3000,3000,SF,SG,SG,SG,,,,G,G
2579,Bargnani,Andrea,BKN,C,@ DET,8.00,4.27,0.08,1.27,0.22,0.04,0.18,0.46,1.73,0.57,0.11,1.81,2.00,0.00,0.00,3500,10,3000,5000,0,35000,0,3300,3300,C,C,C,PF;C,,C,,F,C
2365,Udrih,Beno,MIA,PG,@ UTA,10.00,2.95,0.16,0.92,1.22,0.19,0.04,0.62,1.03,0.40,0.06,1.19,1.35,0.00,0.00,3500,10,3100,5000,0,35000,0,3500,3000,PG,PG,PG,PG,,,,G,G
3577,Roberts,Brian,CHA,PG,@ LAC,8.00,2.54,0.27,0.78,0.91,0.34,0.02,0.36,0.68,0.37,0.04,0.95,1.63,0.00,0.00,3500,10,3000,5000,0,35000,0,3000,3500,PG,SG,PG,PG;SG,,,,G,G
3942,Patterson,Lamar,ATL,SG,CHI,10.00,1.77,0.24,0.82,1.16,0.31,0.05,0.30,0.37,0.31,0.14,0.61,1.55,0.00,0.00,3500,10,3000,5000,0,35000,0,3000,3000,SG,SG,SG,SG,,,,G,G
2735,Landry,Carl,PHI,PF,TOR,6.00,2.76,0.00,1.27,0.11,0.08,0.10,0.22,1.07,0.62,0.15,1.07,0.93,0.00,0.00,3700,10,3300,5650,0,47800,0,6200,3500,PF,SF,PF,SF;PF,,,,F,F
3183,Stephenson,Lance,LAC,SG,CHA,7.00,1.93,0.18,1.07,0.79,0.18,0.03,0.45,0.60,0.19,0.08,0.78,1.17,0.00,0.00,3500,10,3100,5000,0,35000,0,3800,3500,SG,SF,SF,SG;SF,,,,G,G
3905,Brown,Markel,BKN,SG,@ DET,8.00,1.95,0.18,1.19,0.35,0.24,0.12,0.24,0.52,0.38,0.09,0.70,1.32,0.00,0.00,3500,10,3000,5000,0,35000,0,3000,3500,SG,SG,SG,SG,,,,G,G
3381,Mack,Shelvin,ATL,PG,CHI,5.00,1.88,0.15,0.62,1.02,0.20,0.01,0.19,0.62,0.18,0.03,0.77,1.23,0.00,0.00,3500,10,3000,5000,0,35000,0,4200,3500,PG,PG,PG,PG,,,,G,G
3938,Napier,Shabazz,ORL,PG,WAS,6.00,2.08,0.34,0.52,0.93,0.22,0.01,0.64,0.40,0.29,0.06,0.73,1.18,0.00,0.00,3500,10,3300,5000,0,36200,0,3600,3500,PG,PG,PG,PG,,,,G,G
3863,Curry,Seth,SAC,SG,GSW,5.00,1.41,0.12,0.89,0.40,0.20,0.00,0.33,0.42,0.22,0.07,0.54,0.80,0.00,0.00,3500,10,3100,5000,0,35000,0,3100,3000,SG,PG,PG,PG,,,,G,G
3518,Johnson,Chris,UTA,SG,MIA,5.00,1.52,0.22,0.61,0.26,0.21,0.09,0.21,0.33,0.21,0.04,0.55,0.84,0.00,0.00,3600,10,3300,5000,0,35000,0,3200,3000,SG,SF,SF,SF;PF,,,,F,F
3673,Nogueira,Lucas,TOR,C,@ PHI,2.00,0.50,0.00,0.62,0.12,0.09,0.26,0.15,0.20,0.10,0.04,0.20,0.24,0.00,0.00,3500,10,3000,5000,0,35000,0,3000,3000,C,C,C,C,,C,,C,C
3774,Dedmon,Dewayne,ORL,C,WAS,2.00,0.53,0.00,0.65,0.03,0.05,0.16,0.09,0.21,0.11,0.08,0.21,0.19,0.00,0.00,3500,10,3000,5000,0,35000,0,4200,3400,C,C,C,C,,C,,C,C
5058,Wright,Delon,TOR,PG,@ PHI,2.00,0.77,0.03,0.25,0.25,0.10,0.04,0.16,0.24,0.20,0.04,0.27,0.36,0.00,0.00,3500,10,3000,5000,0,35000,0,3000,3000,PG,PG,PG,PG,,,,G,G
2703,Anthony,Joel,DET,C,BKN,2.00,0.39,0.00,0.47,0.03,0.06,0.25,0.06,0.15,0.08,0.04,0.15,0.15,0.00,0.00,3500,10,3000,5000,0,35000,0,3000,3300,C,PF,PF,PF;C,,C,,C,C
5044,Powell,Norman,TOR,SG,@ PHI,2.00,0.84,0.04,0.24,0.08,0.09,0.01,0.15,0.28,0.17,0.06,0.32,0.46,0.00,0.00,3500,10,3000,5000,0,35000,0,3000,3000,SG,SG,SG,SG,,,,G,G
3683,Karasev,Sergey,BKN,SF,@ DET,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,3500,10,3000,5000,0,35000,0,3000,3100,SF,SF,SF,SG;SF,,,,G,G
5019,Hilliard,Darrun,DET,SG,BKN,2.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,3500,10,3000,5000,0,35000,0,3000,3000,SG,SG,SG,SG,,,,G,G
2446,Jack,Jarrett,BKN,PG,@ DET,,0.00,,0.00,,,,,0.00,,0.00,,0.00,0.00,0.00,0,25,6300,12300,0,99900,0,11700,0,PG,SG,PG,PG;SG,,,,G,G
5028,Looney,Kevon,GSW,PF,@ SAC,,0.00,,0.00,,,,,0.00,,0.00,,0.00,0.00,0.00,0,10,3000,5000,0,50000,0,6200,3000,PF,PF,PF,PF,,,,F,F
3907,Caboclo,Bruno,TOR,SF,@ PHI,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,3500,10,3000,5000,0,35000,0,3000,3000,SF,SF,SF,SF,,,,F,F
3913,Marble,Devyn,ORL,SG,WAS,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,3500,10,3000,5000,0,35000,0,3000,3300,SG,SG,SF,SG;SF,,,,F,G
3385,Moore,E'Twaun,CHI,PG,@ ATL,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,3500,10,3000,5000,0,35000,0,3600,3100,PG,SG,SG,PG;SG,,,,G,G
1927,Blake,Steve,DET,PG,BKN,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,3500,10,3000,5000,0,41600,0,4200,3300,PG,PG,PG,PG;SG,,,,G,G
2787,Watson,CJ,ORL,PG,WAS,,0.00,,0.00,,,,,0.00,,0.00,,0.00,0.00,0.00,3600,15,3000,5900,0,55100,0,5500,3500,PG,PG,PG,PG,,,,G,G
5134,Dukan,Duje,SAC,PF,GSW,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,3500,10,3000,5000,0,50000,0,3800,3000,PF,SF,SF,SF,,,,F,F
5046,Richardson,Josh,MIA,SG,@ UTA,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,3500,10,3000,5000,0,0,0,3000,3000,SG,SG,SG,SG,,,,G,G
5007,Dawson,Branden,LAC,PF,CHA,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,10,3000,5000,0,44000,0,4000,3000,PF,SF,SF,SF;PF,,,,F,F
1941,Gooden,Drew,WAS,PF,@ ORL,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,3500,10,3000,5000,0,36200,0,4300,3000,PF,PF,PF,PF;C,,,,F,F
3024,Blair,DeJuan,WAS,C,@ ORL,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,3500,10,3000,5000,0,35000,0,3000,3000,C,C,C,PF;C,,C,,F,C
5020,Hollis-Jefferson,Rondae,BKN,SF,@ DET,,0.00,,0.00,,,,,0.00,,0.00,,0.00,0.00,0.00,4000,10,4600,6550,0,62500,0,7600,3950,SF,SG,SG,SG;SF,,,,G,F
3030,Meeks,Jodie,DET,SG,BKN,,0.00,,0.00,,,,,0.00,,0.00,,0.00,0.00,0.00,3600,10,3000,5000,0,45600,0,5500,3500,SG,SG,SG,SG,,,,G,G
3672,Muscala,Mike,ATL,PF,CHI,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,3500,10,3000,5000,0,35000,0,3400,3500,PF,PF,C,PF;C,,,,C,F
3014,Hansbrough,Tyler,CHA,PF,@ LAC,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,3500,10,3000,5000,0,35000,0,3000,3200,PF,PF,PF,PF;C,,,,F,F
2151,Barbosa,Leandro,GSW,SG,@ SAC,,0.00,,0.00,,,,,0.00,,0.00,,0.00,0.00,0.00,3500,10,3000,5000,0,35000,0,4400,3500,SG,SG,PG,PG;SG,,,,G,G
3010,Carroll,DeMarre,TOR,SF,@ PHI,,0.00,,0.00,,,,,0.00,,0.00,,0.00,0.00,0.00,5400,18,4900,9100,0,67200,0,7800,4100,SF,SF,SF,SF;PF,,,,F,F
3439,Beal,Bradley,WAS,SG,@ ORL,,0.00,,0.00,,,,,0.00,,0.00,,0.00,0.00,0.00,7200,34,6900,12900,0,107500,0,11800,5000,SG,SG,SG,SG,,,,G,G
2007,Andersen,Chris,MIA,C,@ UTA,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,3500,10,3000,5000,0,35000,0,3200,3000,C,PF,C,PF;C,,,,C,F
3696,Bullock,Reggie,DET,SF,BKN,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,3500,10,3000,5000,0,35000,0,3000,3300,SF,SG,SF,SG;SF,,,,G,G
2997,Griffin,Blake,LAC,PF,CHA,,0.00,,0.00,,,,,0.00,,0.00,,0.00,0.00,0.00,9000,47,8900,16250,0,134900,0,16900,6400,PF,PF,PF,PF;C,,,,F,F
3903,Bairstow,Cameron,CHI,PF,@ ATL,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,3500,10,3000,5000,0,35000,0,3000,3000,PF,PF,PF,PF;C,,,,C,F
5004,Cauley-Stein,Willie,SAC,C,GSW,,0.00,,0.00,,,,,0.00,,0.00,,0.00,0.00,0.00,3600,10,3300,5800,0,46900,0,6100,3800,C,C,C,C,,C,,C,F
3709,Hardaway Jr,Tim,ATL,SG,CHI,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,3500,10,3100,5000,0,41300,0,3700,3700,SG,SG,SG,SG;SF,,,,G,G
2412,Anderson,Alan,WAS,SG,@ ORL,,0.00,,0.00,,,,,0.00,,0.00,,0.00,0.00,0.00,3500,10,3000,5000,0,46000,0,7000,3500,SG,SG,SG,SG;SF,,,,G,G
5031,McCullough,Chris,BKN,PF,@ DET,,0.00,,0.00,,,,,0.00,,0.00,,0.00,0.00,0.00,0,10,3000,5000,0,50000,0,6400,3000,,PF,PF,PF,,,,F,F
2745,Noah,Joakim,CHI,C,@ ATL,,0.00,,0.00,,,,,0.00,,0.00,,0.00,0.00,0.00,5400,19,5400,11250,0,91900,0,9900,4800,C,PF,C,PF;C,,C,,C,C
2739,McRoberts,Josh,MIA,PF,@ UTA,,0.00,,0.00,,,,,0.00,,0.00,,0.00,0.00,0.00,3500,10,3000,5400,0,41000,0,4300,3000,PF,PF,PF,PF;C,,,,F,F
3544,Marshall,Kendall,PHI,PG,TOR,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,3500,10,3000,5000,0,35000,0,3000,3300,PG,PG,PG,PG,,,,G,G
4051,Eddie,Jarell,WAS,SG,@ ORL,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,3500,10,3000,5000,0,35300,0,3000,3000,SG,SG,SG,SG,,,,G,F
4023,McAdoo,James,GSW,PF,@ SAC,,0.00,,0.00,,,,,0.00,,0.00,,0.00,0.00,0.00,3500,10,3000,5000,0,35000,0,3000,3000,PF,PF,PF,PF,,,,F,F
5166,Felicio,Cristiano,CHI,C,@ ATL,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,3500,10,3000,5000,0,44000,0,3000,3000,C,C,C,C,,,,C,F
2707,Brooks,Aaron,CHI,PG,@ ATL,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,4000,11,3800,7850,0,59200,0,6200,3500,PG,PG,PG,PG,,,,G,G
5075,Harrison,Aaron,CHA,PG,@ LAC,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,3500,10,3000,5000,0,35000,0,3000,3000,PG,PG,PG,PG,,,,G,G
2285,Jefferson,Al,CHA,C,@ LAC,,0.00,,0.00,,,,,0.00,,0.00,,0.00,0.00,0.00,0,20,5700,9900,0,70500,0,9600,4800,C,PF,C,PF;C,,C,,C,C
3155,Anderson,James,SAC,SG,GSW,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,3500,10,3000,5000,0,35000,0,3000,3000,SG,SF,SG,SG;SF,,,,G,G
2864,Thompson,Jason,GSW,PF,@ SAC,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,3500,10,3000,5000,0,35000,0,3200,3400,PF,PF,PF,PF;C,,,,F,F
3771,Daniels,Troy,CHA,SG,@ LAC,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,3600,10,3100,5000,0,35000,0,3000,3300,SG,PG,PG,PG,,,,G,G
3142,Pleiss,Tibor,UTA,C,MIA,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,3500,10,3000,5000,0,35000,0,3000,3000,C,C,C,C,,C,,C,C
1812,Stoudemire,Amar'e,MIA,PF,@ UTA,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,3500,10,3000,5000,0,40600,0,3500,3500,PF,C,PF,PF;C,,,,F,F
3681,Bennett,Anthony,TOR,PF,@ PHI,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,3500,10,3000,5000,0,35000,0,3000,3000,PF,SF,SF,SF;PF,,,,F,F
1789,Haslem,Udonis,MIA,PF,@ UTA,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,3500,10,3000,5000,0,35000,0,3000,3000,PF,PF,PF,PF,,,,F,F
3914,Dinwiddie,Spencer,DET,PG,BKN,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,3500,10,3000,5000,0,0,0,3000,3500,PG,PG,PG,PG,,,,G,G
2032,Dunleavy,Mike,CHI,SF,@ ATL,,0.00,,0.00,,,,,0.00,,0.00,,0.00,0.00,0.00,4200,18,3000,5000,0,62400,0,8200,3700,SF,SG,SF,SG;SF,,,,F,F
2142,Butler,Caron,SAC,SF,GSW,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,3500,10,3000,5000,0,35000,0,3000,3000,SF,SF,SF,SF,,,,F,F
3506,Holiday,Justin,ATL,SG,CHI,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,3500,10,3000,5000,0,35000,0,3000,3600,SG,SG,SG,SG;SF,,,,G,G
4073,Moreland,Eric,SAC,PF,GSW,,0.00,,0.00,,,,,0.00,,0.00,,0.00,0.00,0.00,3500,10,3000,5000,0,35000,0,3000,3000,PF,PF,PF,PF,,,,F,F
2332,Smith,Josh,LAC,PF,CHA,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,3500,10,3100,5650,0,39700,0,5200,3750,PF,PF,PF,SF;PF,,C,,F,F
3532,Kidd-Gilchrist,Michael,CHA,SF,@ LAC,,0.00,,0.00,,,,,0.00,,0.00,,0.00,0.00,0.00,0,21,3000,5000,0,82100,0,8900,3500,SF,SF,SF,SF,,,,F,F
3356,Burks,Alec,UTA,SG,MIA,,0.00,,0.00,,,,,0.00,,0.00,,0.00,0.00,0.00,0,17,4200,8500,0,59300,0,8100,4000,SG,SG,SG,PG;SG,,,,G,G
3958,Wilcox,CJ,LAC,SG,CHA,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,10,3000,5000,0,35000,0,3000,3000,SG,SG,SG,SG,,,,G,G
2039,Brand,Elton,PHI,PF,TOR,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,3500,10,3000,5000,0,35000,0,3000,3500,PF,PF,C,PF;C,,,,F,F
3952,Stokes,Jarnell,MIA,PF,@ UTA,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,3500,10,3000,5000,0,35000,0,3000,3000,PF,PF,PF,PF,,,,F,F
3953,Tavares,Walter,ATL,C,CHI,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,3500,10,3000,5000,0,35000,0,3100,3000,C,C,C,C,,C,,C,C
